Pclass,Sex_encoded,Age,SibSp,Parch,Fare_log,Embarked_encoded,Titulo_encoded,Survived
3,1,20.8,0,0,2.1076888046179385,0,4,0
3,1,40.5,0,0,2.169053700369523,1,4,0
2,0,50.0,0,0,2.4423470353692043,2,3,1
1,1,33.6,0,0,5.406181146423973,2,4,0
3,1,39.0,0,0,2.188856327665703,2,4,0
2,1,23.0,2,1,2.5257286443082556,2,4,0
2,0,2.0,1,1,3.295836866004329,2,3,1
3,1,20.8,0,0,2.1076888046179385,0,4,0
3,1,17.0,1,1,2.1076888046179385,0,4,0
3,0,17.6,0,2,3.1509523813392697,0,5,1
3,0,30.0,0,0,2.2682524139135403,2,3,0
2,0,7.0,0,2,3.305053521109253,2,3,1
1,1,45.0,0,0,3.3160025355989236,2,2,0
1,0,30.0,0,0,4.676792929661059,0,3,1
3,1,30.1,0,0,2.740840023925201,2,4,0
1,0,22.0,0,2,3.9219733362813143,0,3,1
1,0,36.0,0,2,4.276666119016055,2,3,1
3,0,9.0,4,2,3.4742929367327062,2,3,0
3,0,11.0,4,2,3.4742929367327062,2,3,0
2,1,32.0,1,0,3.295836866004329,2,4,1
1,1,50.0,1,0,4.676792929661059,0,4,0
1,1,64.0,0,0,3.295836866004329,2,4,0
2,0,19.0,1,0,3.295836866004329,2,5,1
2,1,40.2,0,0,2.6988412620169004,0,4,1
3,1,33.0,1,1,3.0692150503137943,2,4,0
2,1,8.0,1,1,3.6309854756950335,2,1,1
1,1,17.0,0,2,4.717456363787216,0,4,1
2,1,27.0,0,0,3.295836866004329,2,4,0
3,1,24.6,0,0,2.17806441028492,1,4,0
3,1,22.0,0,0,2.1071782966514356,0,4,1
3,0,22.0,0,0,2.1719067693519296,2,3,1
1,1,62.0,0,0,3.3160025355989236,2,4,0
1,0,48.0,1,0,3.703768066607687,0,6,1
1,1,33.6,0,0,5.4316456135398825,0,4,0
1,0,39.0,1,1,4.390118804571218,2,5,1
3,0,36.0,1,0,2.91235066461494,2,5,1
3,1,34.4,0,0,2.169053700369523,1,4,0
3,1,40.0,0,0,2.1855792552411137,2,4,0
2,1,28.0,0,0,2.6741486494265287,2,4,0
3,1,24.6,0,0,2.2027647577118348,2,4,0
3,0,24.6,0,0,2.2027647577118348,2,3,0
3,1,24.0,2,0,3.224857896545748,2,4,0
3,1,19.0,0,0,2.1855792552411137,2,4,0
3,0,29.0,0,4,3.0944457464900235,2,5,0
3,1,20.8,0,0,2.1076888046179385,0,4,0
3,1,32.0,0,0,2.180891922715322,2,4,1
2,1,62.0,0,0,2.4423470353692043,2,4,1
1,0,53.0,2,0,3.960416900617205,2,5,1
1,1,36.0,0,0,3.3100867049215847,2,4,1
3,0,34.4,0,0,2.169053700369523,1,3,1
3,1,16.0,0,0,2.2027647577118348,2,4,0
3,1,19.0,0,0,2.740840023925201,2,4,0
2,0,34.0,0,0,2.6390573296152584,2,3,1
1,0,39.0,1,0,4.041295341132285,2,5,1
3,0,20.6,1,0,2.738146075922933,0,5,0
3,1,32.0,0,0,2.188856327665703,2,4,1
2,0,25.0,1,1,3.4339872044851463,2,3,1
1,0,39.0,1,1,4.717456363787216,0,5,1
2,1,54.0,0,0,3.295836866004329,2,4,0
1,1,36.0,0,0,3.716616209085536,0,4,0
3,1,22.6,0,0,2.2734137156937657,0,4,0
1,0,18.0,0,2,4.390118804571218,2,3,1
2,1,47.0,0,0,2.772588722239781,2,4,0
1,1,60.0,1,1,4.384523514872469,0,4,1
3,1,22.0,0,0,2.2027647577118348,2,4,0
3,1,24.6,0,0,2.2027647577118348,2,4,0
3,1,35.0,0,0,2.094945728215801,2,4,0
1,0,52.0,1,0,4.37281811610993,0,5,1
3,1,47.0,0,0,2.1102132003465894,2,4,0
3,0,34.4,0,2,2.169053700369523,1,3,0
2,1,37.0,1,0,3.295836866004329,2,4,0
3,1,36.0,1,1,3.224857896545748,2,4,0
2,0,38.0,0,0,3.5263605246161616,2,3,1
3,1,49.0,0,0,0.0,2,4,0
3,1,26.4,0,0,2.1071782966514356,0,4,0
1,1,49.0,1,0,4.0592215752427645,0,6,1
2,0,24.0,2,1,3.332204510175204,2,5,1
3,1,31.8,0,0,2.1855792552411137,2,4,0
1,1,26.8,0,0,3.770459441106359,2,4,0
3,1,44.0,0,0,2.2027647577118348,2,4,0
1,1,35.0,0,0,3.3160025355989236,0,4,1
3,1,36.0,1,0,2.806386101823072,2,4,0
3,1,30.0,0,0,2.1855792552411137,2,4,0
1,1,27.0,0,0,3.449987545831587,2,4,1
2,0,22.0,1,2,3.7513658711253766,0,5,1
1,0,40.0,0,0,5.039951348430309,2,3,1
3,0,39.0,1,5,3.4742929367327062,2,5,0
3,1,25.8,0,0,2.085672091430472,2,4,0
3,0,25.8,1,0,2.803360380906535,1,3,1
3,1,34.4,0,0,2.169053700369523,1,4,0
3,1,35.0,0,0,2.2027647577118348,2,4,0
2,0,24.0,1,2,4.189654742026425,2,3,1
3,1,34.0,1,1,2.7343675094195836,2,4,0
3,0,26.0,1,0,2.8390784635086144,2,5,0
2,0,4.0,2,1,3.6888794541139363,2,3,1
2,1,26.0,0,0,2.4423470353692043,2,4,0
3,1,27.0,1,0,2.737880811060884,0,4,0
1,1,42.0,1,0,3.9806942251907276,2,4,1
3,1,20.0,1,1,2.817902613071225,0,4,1
3,1,21.0,0,0,2.180891922715322,2,4,0
3,1,21.0,0,0,2.8390784635086144,2,4,0
1,1,61.0,0,0,3.5061818266142577,2,4,0
2,1,57.0,0,0,2.5915163848462583,1,7,0
1,0,21.0,0,0,4.368919865004903,2,3,1
3,1,26.0,0,0,2.1855792552411137,2,4,0
3,1,27.8,0,0,2.167143305297764,1,4,0
1,1,65.0,0,0,3.4339872044851463,2,4,1
3,1,51.0,0,0,2.086193694502369,2,4,0
1,1,32.0,0,0,3.449987545831587,0,0,1
1,1,40.4,0,0,0.0,2,4,0
3,0,9.0,3,2,3.3638415951183864,2,3,0
2,0,28.0,0,0,2.6390573296152584,2,3,1
3,1,32.0,0,0,2.188856327665703,2,4,0
2,1,31.0,1,1,3.305053521109253,2,4,0
3,0,41.0,0,5,3.705920919968788,2,5,0
3,1,29.5,1,0,2.8390784635086144,2,4,0
3,1,20.0,0,0,2.180891922715322,2,4,0
1,0,24.0,0,0,4.252771798816619,0,3,1
3,0,2.0,3,2,3.3638415951183864,2,3,0
3,1,29.6,0,0,4.05171190165724,2,4,1
3,0,1.0,2,1,3.0085645861193133,0,3,1
1,1,48.0,1,0,4.353230991152628,0,4,1
3,1,19.0,0,0,2.1855792552411137,2,4,0
1,1,56.0,0,0,3.597312260588446,0,2,1
3,1,29.4,0,0,2.145931282948669,2,4,0
3,0,23.0,0,0,2.145931282948669,2,3,1
3,1,31.8,0,0,2.1855792552411137,2,4,0
2,0,18.0,0,1,3.1780538303479458,2,3,1
3,1,21.0,0,0,2.2442459824059346,2,4,0
3,0,24.6,0,0,2.17806441028492,1,3,1
3,0,18.0,0,0,2.0476928433652555,1,3,0
2,1,24.0,2,0,4.310799125385514,2,4,0
3,1,31.8,0,0,2.1855792552411137,2,4,0
3,0,32.0,1,1,2.803360380906535,1,5,0
2,1,23.0,0,0,2.6390573296152584,2,4,0
1,1,58.0,0,2,4.738607824217808,0,4,0
1,1,50.0,2,0,4.902678819257608,2,0,1
3,1,40.0,0,0,2.1071782966514356,0,4,0
1,1,47.0,0,0,3.2804411805263554,2,4,0
3,1,36.0,0,0,2.139571923732859,2,4,0
3,1,20.0,1,0,2.188856327665703,2,4,1
2,1,32.0,2,0,4.310799125385514,2,4,0
2,1,25.0,0,0,2.6390573296152584,2,4,0
3,1,34.8,0,0,2.1719067693519296,2,4,0
3,1,43.0,0,0,2.2027647577118348,2,4,0
1,0,40.6,1,0,3.970291913552122,2,5,1
2,0,40.0,1,1,3.6888794541139363,2,5,1
1,1,31.0,1,0,3.970291913552122,2,4,0
2,1,65.0,0,0,2.4423470353692043,2,4,0
2,1,31.0,0,0,2.6390573296152584,2,4,1
2,1,36.4,0,0,0.0,2,4,0
3,1,18.0,0,0,2.1719067693519296,2,4,0
3,1,24.5,0,0,2.2027647577118348,2,4,0
3,0,18.0,0,0,2.3833998102837652,2,3,1
3,0,43.0,1,6,3.8691155044168695,2,5,0
1,1,36.0,0,1,6.240917354759096,0,4,1
3,0,26.9,0,0,2.212386825075897,1,3,0
1,1,27.0,0,0,4.353230991152628,0,4,1
3,1,20.0,0,0,2.3248357019288655,2,4,0
3,1,14.0,5,2,3.8691155044168695,2,4,0
2,1,60.0,1,1,3.6888794541139363,2,4,0
2,1,25.0,1,2,3.7513658711253766,0,4,0
3,1,14.0,4,1,3.705920919968788,2,4,0
3,1,19.0,0,0,2.4133032309283076,2,4,0
3,1,18.0,0,0,2.174274334826008,2,4,0
1,0,15.0,0,1,5.35817698994543,2,3,1
1,1,31.0,1,0,4.060443010546419,2,4,1
3,0,4.0,0,1,2.668387256845834,0,3,1
3,1,29.6,0,0,4.05171190165724,2,4,1
3,1,25.0,0,0,2.1071782966514356,0,4,0
1,1,60.0,0,0,3.3160025355989236,2,2,0
2,1,52.0,0,0,2.6741486494265287,2,4,0
3,1,44.0,0,0,2.2027647577118348,2,4,0
3,0,27.8,0,0,2.167143305297764,1,3,1
1,1,49.0,1,1,4.717456363787216,0,4,0
3,1,42.0,0,0,2.157559320943788,2,4,0
1,0,18.0,1,0,5.4316456135398825,0,5,1
1,1,35.0,0,0,3.3064287218760624,2,4,1
3,0,18.0,0,1,2.737880811060884,0,3,0
3,1,25.0,0,0,2.1681046787623672,1,4,0
3,1,26.0,1,0,2.180891922715322,2,4,0
2,1,39.0,0,0,3.295836866004329,2,4,0
2,0,45.0,0,0,2.6741486494265287,2,5,1
1,1,42.0,0,0,3.3064287218760624,2,4,1
1,0,22.0,0,0,5.027492411162679,2,3,1
3,1,29.2,1,1,2.7878344138303452,0,1,1
1,0,24.0,0,0,3.922056501139853,0,3,1
1,1,47.0,0,0,3.3160025355989236,2,4,0
1,1,48.0,1,0,3.970291913552122,2,4,1
3,1,29.0,0,0,2.3497835148230464,2,4,0
2,1,52.0,0,0,2.6390573296152584,2,4,0
3,1,19.0,0,0,2.157559320943788,2,4,0
1,0,38.0,0,0,5.4316456135398825,0,3,1
2,0,27.0,0,0,2.4423470353692043,2,3,1
3,1,25.8,0,0,2.803360380906535,1,4,0
3,1,33.0,0,0,2.1719067693519296,2,4,0
2,0,6.0,0,1,3.5263605246161616,2,3,1
3,1,17.0,1,0,2.086193694502369,2,4,0
2,1,34.0,0,0,2.6390573296152584,2,4,0
2,1,50.0,0,0,2.6390573296152584,2,4,0
1,1,27.0,1,0,3.9908341858524357,2,4,1
3,1,20.0,0,0,2.2682524139135403,2,4,0
2,0,30.0,3,0,3.091042453358316,2,5,1
3,0,29.5,0,0,2.1676241075599285,1,3,1
2,1,25.0,1,0,3.295836866004329,2,4,0
3,0,25.0,1,0,2.188856327665703,2,3,0
1,0,29.0,0,0,5.35817698994543,2,3,1
3,1,11.0,0,0,2.9850504252071306,0,4,0
2,1,36.4,0,0,0.0,2,4,0
2,1,23.0,0,0,2.6390573296152584,2,4,0
2,1,23.0,0,0,2.6390573296152584,2,4,0
3,1,28.5,0,0,2.8390784635086144,2,4,0
3,0,48.0,1,3,3.5660053559634015,2,5,0
1,1,35.0,0,0,6.240917354759096,0,4,1
3,1,31.8,0,0,2.1855792552411137,2,4,0
3,1,31.8,0,0,2.1855792552411137,2,4,0
1,1,38.2,0,0,3.4339872044851463,2,4,1
1,1,36.0,1,0,4.380149874661021,2,4,0
1,0,21.0,2,2,5.5735788721243535,0,3,1
3,1,24.0,1,0,2.8390784635086144,2,4,0
3,1,31.0,0,0,2.188856327665703,2,4,1
1,1,65.0,1,1,4.276666119016055,2,2,0
3,1,16.0,1,1,3.056356895370426,2,4,0
2,0,30.0,0,0,2.6390573296152584,2,3,1
1,1,19.0,1,0,3.9908341858524357,2,4,0
3,1,31.0,0,0,2.169053700369523,1,4,0
2,0,4.0,1,1,3.1780538303479458,2,3,1
3,1,6.0,0,1,2.600836116795061,2,1,1
3,1,33.0,0,0,2.3513752571634776,2,4,0
3,1,23.0,0,0,2.1855792552411137,2,4,0
2,0,48.0,1,2,4.189654742026425,2,5,1
2,1,1.0,1,1,2.740840023925201,2,1,1
3,1,28.0,0,0,2.174274334826008,2,4,0
2,1,18.0,0,0,2.5257286443082556,2,4,0
3,1,34.0,0,0,2.2027647577118348,2,4,0
1,0,33.0,0,0,4.471638793363569,2,6,1
3,1,30.1,0,0,2.740840023925201,2,4,0
3,1,41.0,0,0,2.094945728215801,2,4,0
3,1,20.0,0,0,2.1076888046179385,0,4,1
1,0,36.0,1,2,4.795790545596741,2,5,1
3,1,16.0,0,0,2.1719067693519296,2,4,0
1,0,51.0,1,0,4.368919865004903,2,5,1
1,1,41.4,0,0,3.703768066607687,0,0,0
3,0,30.5,0,0,2.169053700369523,1,3,0
3,1,27.8,1,0,3.224857896545748,1,4,0
3,1,32.0,0,0,2.236712348843338,2,4,0
3,1,24.0,0,0,2.3513752571634776,2,4,0
3,1,48.0,0,0,2.180891922715322,2,4,0
2,0,57.0,0,0,2.4423470353692043,2,5,0
3,1,26.4,0,0,2.1071782966514356,0,4,0
2,0,54.0,1,3,3.1780538303479458,2,5,1
3,1,18.0,0,0,2.169053700369523,2,4,0
3,1,34.4,0,0,2.169053700369523,1,4,0
3,0,5.0,0,0,2.600836116795061,2,3,1
3,1,29.5,0,0,2.1676241075599285,1,4,0
1,0,43.0,0,1,5.35817698994543,2,5,1
3,0,13.0,0,0,2.1076888046179385,0,3,1
1,0,17.0,1,0,4.060443010546419,2,5,1
1,1,29.0,0,0,3.4339872044851463,2,4,0
3,1,27.8,1,2,3.196630215920881,2,4,0
3,1,25.0,0,0,2.085672091430472,2,4,0
3,1,25.0,0,0,2.1102132003465894,2,4,0
3,0,18.0,0,0,2.139571923732859,2,3,1
3,1,8.0,4,1,3.405355391810819,1,1,0
3,1,1.0,1,2,3.0715352369694915,2,1,1
1,1,46.0,0,0,4.384523514872469,0,4,0
3,1,34.4,0,0,2.169053700369523,1,4,0
2,1,16.0,0,0,3.295836866004329,2,4,0
3,0,38.4,8,2,4.256321678298823,2,3,0
1,1,44.4,0,0,3.4561841799918147,0,4,0
3,1,25.0,0,0,2.1855792552411137,2,4,0
2,1,39.0,0,0,2.6390573296152584,2,4,0
1,0,49.0,0,0,3.2932111997353943,2,0,1
3,0,31.0,0,0,2.270402752283094,2,5,1
3,1,30.0,0,0,2.1076888046179385,0,4,0
3,0,30.0,1,1,3.224857896545748,2,5,0
2,1,34.0,0,0,2.6390573296152584,2,4,0
2,0,31.0,1,1,3.305053521109253,2,5,1
1,1,11.0,1,2,4.795790545596741,2,1,1
3,1,1.0,0,1,2.2530481500547457,0,1,1
3,1,27.0,0,0,2.076311648670908,2,4,1
3,1,31.0,0,0,2.1719067693519296,2,4,0
1,1,39.0,0,0,0.0,2,4,0
3,0,18.0,0,0,2.1719067693519296,2,3,0
2,1,39.0,0,0,2.6390573296152584,2,4,0
1,0,33.0,1,0,3.9908341858524357,2,5,1
3,1,26.0,0,0,2.1846457951293594,2,4,0
3,1,39.0,0,0,3.224857896545748,2,4,0
2,1,35.0,0,0,2.4423470353692043,2,4,0
3,0,6.0,4,2,3.4742929367327062,2,3,0
3,1,30.5,0,0,2.2027647577118348,2,4,0
1,1,40.4,0,0,0.0,2,4,0
3,0,23.0,0,0,2.188856327665703,2,3,0
2,1,31.0,1,1,3.637696679934592,0,4,0
3,1,43.0,0,0,2.0082140323914683,2,4,0
3,1,10.0,3,2,3.3638415951183864,2,1,0
1,0,52.0,1,1,4.548599834499697,2,5,1
3,1,27.0,0,0,2.2682524139135403,2,4,1
1,1,38.0,0,0,0.0,2,6,0
3,0,27.0,0,1,2.600836116795061,2,5,1
3,1,2.0,4,1,3.705920919968788,2,1,0
3,1,34.8,0,0,2.0731719286662407,1,4,0
3,1,29.6,0,0,4.05171190165724,2,4,0
2,1,1.0,0,2,3.637696679934592,0,1,1
3,1,34.4,0,0,2.169053700369523,1,4,1
1,0,62.0,0,0,4.394449154672439,2,5,1
3,0,15.0,1,0,2.737880811060884,0,5,1
2,1,1.0,1,1,2.9831534913471307,2,1,1
3,1,20.8,0,0,2.1076888046179385,0,4,0
3,1,23.0,0,0,2.180891922715322,2,4,0
3,1,18.0,0,0,2.2300144001592104,2,4,0
1,0,39.0,1,1,4.432699549165613,0,3,1
3,1,21.0,0,0,2.2682524139135403,2,4,0
3,1,24.6,0,0,2.2027647577118348,2,4,0
3,1,32.0,0,0,4.05171190165724,2,4,1
1,1,33.8,0,0,3.4242626545931514,0,4,1
3,1,20.0,0,0,2.188856327665703,2,4,0
2,1,16.0,0,0,2.4423470353692043,2,4,0
1,0,30.0,0,0,3.4657359027997265,0,3,1
3,1,34.5,0,0,2.006534770871748,0,4,0
3,1,17.0,0,0,2.2682524139135403,2,4,0
3,1,42.0,0,0,2.145931282948669,2,4,0
3,1,38.4,8,2,4.256321678298823,2,4,0
3,1,35.0,0,0,2.1855792552411137,0,4,0
2,1,28.0,0,1,3.5263605246161616,2,7,0
1,0,39.8,1,0,4.500966778400217,0,5,1
3,1,4.0,4,2,3.4742929367327062,2,1,0
3,1,65.0,0,0,2.1719067693519296,2,4,0
3,0,9.0,1,1,2.7878344138303452,0,3,0
1,0,16.0,0,1,3.6988297849671046,2,3,1
2,0,44.0,1,0,3.295836866004329,2,5,0
3,0,18.0,0,1,2.336986519711378,2,5,1
1,0,45.0,1,1,5.11118445372147,2,5,1
1,1,51.0,0,0,3.3160025355989236,2,4,1
3,0,24.0,0,3,3.0085645861193133,0,5,1
3,1,20.8,0,0,2.1076888046179385,0,4,0
3,1,41.0,2,0,2.7152442616824506,2,4,0
2,1,21.0,1,0,2.5257286443082556,2,4,0
1,0,48.0,0,0,3.2932111997353943,2,5,1
3,0,38.4,8,2,4.256321678298823,2,3,0
2,1,24.0,0,0,2.6390573296152584,2,4,0
2,0,42.0,0,0,2.6390573296152584,2,5,1
2,0,27.0,1,0,2.698558631668595,0,3,1
1,1,31.0,0,0,3.941500250945973,2,4,0
3,1,26.2,0,0,2.3513752571634776,2,4,0
3,1,4.0,1,1,2.495953738718064,2,1,1
3,1,26.0,0,0,2.1855792552411137,2,4,0
1,0,47.0,1,1,3.9806942251907276,2,5,1
1,1,33.0,0,0,1.791759469228055,2,4,0
3,1,47.0,0,0,2.302585092994046,2,4,0
2,0,28.0,1,0,3.2188758248682006,0,5,1
3,0,15.0,0,0,2.1071782966514356,0,3,1
3,1,20.0,0,0,2.3837779082709782,2,4,0
3,1,19.0,0,0,2.1855792552411137,2,4,0
3,1,31.8,0,0,2.1855792552411137,2,4,0
1,0,56.0,0,1,4.432699549165613,0,5,1
2,0,25.0,0,1,3.295836866004329,2,5,1
3,1,33.0,0,0,2.1855792552411137,2,4,0
3,0,22.0,0,0,2.4437981558973862,2,3,0
2,1,28.0,0,0,2.4423470353692043,2,4,0
3,1,25.0,0,0,2.085672091430472,2,4,0
3,0,39.0,0,5,3.405355391810819,1,5,0
2,1,27.0,0,0,2.6390573296152584,2,7,0
1,0,19.0,0,0,3.4339872044851463,2,3,1
3,0,27.8,1,2,3.196630215920881,2,3,0
1,1,26.0,0,0,3.4339872044851463,0,4,1
3,1,32.0,0,0,2.169053700369523,1,4,0
